allele	threshold	threshold_min	threshold_max	mean_f1
IGHV4-VX5Q*04	0.0001			
IGHV4-VX5Q*06	0.0001			
IGHV4-VX5Q*07	0.0001			
IGHV4-VX5Q*10	0.0001			
IGHV4-VX5Q*11	0.0001			
IGHV4-VX5Q*12	0.0001			
IGHV4-VX5Q*13	0.0001			
IGHV4-VX5Q*14	0.0001			
IGHV4-VX5Q*17	0.0001			
IGHV4-VX5Q*20	0.0001			
IGHV4-VX5Q*21	0.0001			
IGHV4-VX5Q*25	0.0001			
IGHV4-XTDW*01/IGHV4-XTDW*16	0.0001			
IGHV4-XTDW*04	0.0001			
IGHV4-XTDW*07	0.0001			
IGHV4-XTDW*08	0.0001			
IGHV4-XTDW*10	0.0001			
IGHV4-XTDW*11	0.0001			
IGHV4-XTDW*13	0.0001			
IGHV4-XTDW*15	0.0001			
IGHV4-Y4BX*01	0.0001			
IGHV4-Y4BX*02	0.0001			
IGHV4-Y4BX*03	0.0001			
IGHV4-Y4BX*04	0.0001			
IGHV4-Y4FC*01	0.0001			
IGHV4-Y4FC*03	0.0001			
IGHV4-Y4FC*06	0.0001			
IGHV4-Y4FC*07	0.0001			
IGHV4-Y4FC*08	0.0001			
IGHV4-YE26*01	0.0001			
IGHV4-YE26*04	0.0001			
IGHV4-YE26*06	0.0001			
IGHV4-YE26*07	0.0001			
IGHV4-YE26*09	0.0001			
IGHV4-YE26*13	0.0001			
IGHV4-YE26*16	0.0001			
IGHV4-ZNL3*01	0.0001			
IGHV4-ZNL3*02	0.0001			
IGHV5-2DZZ*01	0.0001			
IGHV5-2GFF*03	0.0001			
IGHV5-2GFF*08	0.0001			
IGHV5-2GFF*09	0.0001			
IGHV5-2GFF*10	0.0001			
IGHV5-2GFF*11	0.0001			
IGHV5-2GFF*13	0.0001			
IGHV5-D2NK*01	0.0001			
IGHV5-D2NK*02	0.0001			
IGHV5-D2NK*08	0.0001			
IGHV5-D2NK*11	0.0001			
IGHV5-D2NK*13	0.0001			
IGHV5-T2J5*01	0.0001			
IGHV5-T2J5*02	0.0001			
IGHV6-UXXO*03	0.0001			
IGHV7-75KG*03	0.0001			
IGHV7-75KG*06	0.0001			
IGHV7-S2SK*01	0.0001			
IGHV7-S2SK*03	0.0001			
IGHV7-S2SK*04	0.0001			
IGHV7-S2SK*07	0.0001			
IGHV7-S2SK*08	0.0001			
IGHV7-S2SK*10	0.0001			
IGHV7-S2SK*11	0.0001			
IGHV7-S2SK*12	0.0001			
IGHV7-S2SK*14	0.0001			
IGHV8-4KLO*01	0.0001			
IGHV8-4KLO*02	0.0001			
IGHV8-4SV6*01	0.0001			
IGHV8-4SV6*02	0.0001			
IGHV8-4SV6*03	0.0001			
IGHV8-4SV6*06	0.0001			
IGHV8-4SV6*07	0.0001			
IGHV8-4SV6*08	0.0001			
IGHV8-4WHC*01	0.0001			
IGHV8-4WHC*04	0.0001			
IGHV8-4WHC*05	0.0001			
IGHV8-4WHC*12	0.0001			
IGHV8-4WHC*15	0.0001			
IGHV8-4WHC*17	0.0001			
IGHV8-65SO*01	0.0001			
IGHV8-65SO*03	0.0001			
IGHV8-65SO*05	0.0001			
IGHV8-65SO*09	0.0001			
IGHV8-65SO*10	0.0001			
IGHV8-65SO*12	0.0001			
IGHV8-65SO*14	0.0001			
IGHV8-65SO*16	0.0001			
IGHV8-6R7J*01	0.0001			
IGHV8-6R7J*02	0.0001			
IGHV8-6R7J*03	0.0001			
IGHV8-6R7J*04	0.0001			
IGHV8-6R7J*05	0.0001			
IGHV8-6TUE*03	0.0001			
IGHV8-6TUE*05	0.0001			
IGHV8-6TUE*06	0.0001			
IGHV8-6TUE*09	0.0001			
IGHV8-AHTF*02	0.0001			
IGHV8-AHTF*04	0.0001			
IGHV8-AHTF*05	0.0001			
IGHV8-AHTF*06	0.0001			
IGHV8-AHTF*10	0.0001			
IGHV8-DH64*02	0.0001			
IGHV8-DH64*03	0.0001			
IGHV8-DH64*05	0.0001			
IGHV8-DH64*07	0.0001			
IGHV8-DH64*10	0.0001			
IGHV8-GESA*01	0.0001			
IGHV8-GESA*02	0.0001			
IGHV8-GESA*03	0.0001			
IGHV8-GESA*07	0.0001			
IGHV8-GESA*08	0.0001			
IGHV8-GESA*10	0.0001			
IGHV8-GESA*12	0.0001			
IGHV8-GESA*14	0.0001			
IGHV8-GESA*16	0.0001			
IGHV8-GESA*17	0.0001			
IGHV8-GESA*18	0.0001			
IGHV8-GESA*19	0.0001			
IGHV8-GESA*20	0.0001			
IGHV8-GKLX*01	0.0001			
IGHV8-MBLR*01	0.0001			
IGHV8-MBLR*03	0.0001			
IGHV8-MBLR*05	0.0001			
IGHV8-MBLR*06	0.0001			
IGHV8-NEPN*01	0.0001			
IGHV8-NEPN*02	0.0001			
IGHV8-PWAC*01	0.0001			
IGHV8-PWAC*03	0.0001			
IGHV8-PWAC*04	0.0001			
IGHV8-QBAS*02	0.0001			
IGHV8-QBAS*03	0.0001			
IGHV8-QBAS*04	0.0001			
IGHV8-QBAS*05	0.0001			
IGHV8-RZNS*03	0.0001			
IGHV8-RZNS*05	0.0001			
IGHV8-RZNS*06	0.0001			
IGHV8-RZNS*08	0.0001			
IGHV8-RZNS*09	0.0001			
IGHV8-RZNS*10	0.0001			
IGHV8-RZNS*16	0.0001			
IGHV8-WAVT*02	0.0001			
IGHV8-WAVT*08	0.0001			
IGHV8-YMST*01	0.0001			
IGHV8-YMST*02	0.0001			
IGHV8-YMST*03	0.0001			
IGLV1-6UWF*01	0.001	0.001	0.007	0.895322099501677
IGLV1-ANT2*02	0.001	0.001	0.006	0.895322099501677
IGLV1-ANT2*03	0.003	0.003	0.9	0.896170126149116
IGLV1-HYAR*01	0.003	0.003	0.003	0.895412499297959
IGLV1-OISC*01	0.002	0.002	0.005	0.895412499297959
IGLV1-OMXR*01	0.001	0.001	0.008	0.895322099501677
IGLV1-UABS*01	0.001	0.001	0.001	0.895322099501677
IGLV1-UABS*02	0.001	0.001	0.006	0.895322099501677
IGLV1-WZN2*01	0.001	0.001	0.001	0.895322099501677
IGLV1-YE7M*03	0.001	0.001	0.001	0.895322099501677
IGLV10-2LPI*01	0.001	0.001	0.002	0.895322099501677
IGLV13-3L7Q*01	0.001	0.001	0.003	0.895322099501677
IGLV13-7QAJ*02/IGLV13-7QAJ*09	0.001	0.001	0.004	0.895322099501677
IGLV13-7QAJ*03	0.001	0.001	0.009	0.895322099501677
IGLV13-7QAJ*06	0.001	0.001	0.007	0.895322099501677
IGLV13-LWMG*01	0.001	0.001	0.009	0.895322099501677
IGLV13-PG6A*01	0.001	0.001	0.006	0.895322099501677
IGLV13-PG6A*06/IGLV13-PG6A*07/IGLV13-PG6A*09	0.001	0.001	0.01	0.895322099501677
IGLV13-PG6A*08	0.001	0.001	0.01	0.895322099501677
IGLV13-RLBV*02/IGLV13-RLBV*06/IGLV13-RLBV*07	0.001	0.001	0.008	0.895322099501677
IGLV13-RM6H*01	0.001	0.001	0.005	0.895322099501677
IGLV13-RM6H*04	0.001	0.001	0.001	0.895322099501677
IGLV13-TZW3*01	0.002	0.002	0.9	0.895447790803839
IGLV13-TZW3*04	0.001	0.001	0.9	0.895322099501677
IGLV13-TZW3*05	0.001	0.001	0.007	0.895322099501677
IGLV13-V3WL*01	0.001	0.001	0.001	0.895322099501677
IGLV14-JHDX*03	0.001	0.001	0.01	0.895322099501677
IGLV14-QYQW*08	0.003	0.003	0.01	0.895530433007442
IGLV18-34KT*01	0.001	0.001	0.004	0.895322099501677
IGLV18-7DQE*01/IGLV18-7DQE*05	0.001	0.001	0.001	0.895322099501677
IGLV18-HTIG*07/IGLV18-HTIG*08	0.001	0.001	0.004	0.895322099501677
IGLV18-LFXG*04	0.001	0.001	0.003	0.895322099501677
IGLV18-LFXG*05	0.001	0.001	0.001	0.895322099501677
IGLV18-LFXG*15/IGLV18-LFXG*20/IGLV18-LFXG*21	0.001	0.001	0.001	0.895322099501677
IGLV19-BPJ2*01/IGLV19-BPJ2*07/IGLV19-BPJ2*08	0.001	0.001	0.01	0.895322099501677
IGLV19-PCOE*03	0.001	0.001	0.02	0.895322099501677
IGLV19-UE3U*01	0.001	0.001	0.001	0.895322099501677
IGLV2-3NOK*03	0.001	0.001	0.01	0.895322099501677
IGLV2-4DY7*03	0.001	0.001	0.002	0.895322099501677
IGLV2-LMLE*02	0.001	0.001	0.01	0.895322099501677
IGLV2-M5CD*01	0.001	0.001	0.001	0.895322099501677
IGLV2-M5CD*03	0.001	0.001	0.002	0.895322099501677
IGLV2-UE2U*02	0.007	0.007	0.9	0.898639556917677
IGLV2-UE2U*07/IGLV2-UE2U*24	0.001	0.001	0.01	0.895322099501677
IGLV2-UE2U*26	0.001	0.001	0.01	0.895322099501677
IGLV20-LHAH*01	0.001	0.001	0.001	0.895322099501677
IGLV24-7UWK*06	0.001	0.001	0.009	0.895322099501677
IGLV24-7UWK*12	0.001	0.001	0.01	0.895322099501677
IGLV24-BVHO*07	0.001	0.001	0.01	0.895322099501677
IGLV24-BVHO*11	0.002	0.002	0.01	0.895797862049837
IGLV24-BVHO*12	0.001	0.001	0.01	0.895322099501677
IGLV24-OL3F*05	0.001	0.001	0.01	0.895322099501677
IGLV25-63QE*04/IGLV25-63QE*07	0.001	0.001	0.008	0.895322099501677
IGLV25-ZJ6T*07	0.001	0.001	0.003	0.895322099501677
IGLV26-KKTJ*03	0.001	0.001	0.008	0.895322099501677
IGLV26-Q4PR*01	0.002	0.002	0.9	0.895528635884683
IGLV30-DGNA*01	0.001	0.001	0.003	0.895322099501677
IGLV32-ETZW*01	0.001	0.001	0.001	0.895322099501677
IGLV33-KXCY*01	0.001	0.001	0.001	0.895322099501677
IGLV34-SFME*04/IGLV34-SFME*05	0.001	0.001	0.006	0.895322099501677
IGLV35-ACMF*01	0.001	0.001	0.001	0.895322099501677
IGLV5-3RO5*05	0.001	0.001	0.001	0.895322099501677
IGLV5-BNOK*01	0.001	0.001	0.001	0.895322099501677
IGLV5-NWM6*01	0.001	0.001	0.01	0.895322099501677
IGLV5-PJEQ*01	0.001	0.001	0.002	0.895322099501677
IGLV5-WPZI*01/IGLV5-WPZI*02	0.001	0.001	0.01	0.895322099501677
IGLV5-Y6D5*02	0.001	0.001	0.001	0.895322099501677
IGLV6-43U5*01	0.001	0.001	0.006	0.895322099501677
IGLV6-43U5*02	0.005	0.005	0.009	0.895519078440233
IGLV6-43U5*04	0.001	0.001	0.006	0.895322099501677
IGLV6-43U5*06/IGLV6-43U5*10	0.001	0.001	0.002	0.895322099501677
IGLV6-T6U4*06	0.001	0.001	0.001	0.895322099501677
IGLV7-63DH*01	0.001	0.001	0.009	0.895322099501677
IGLV7-SWRX*01	0.001	0.001	0.007	0.895322099501677
IGLV7-YFQ2*01	0.001	0.001	0.001	0.895322099501677
IGLV7-YFQ2*04	0.001	0.001	0.007	0.895322099501677
IGLV1-UABS*03	0.002	0.002	0.01	0.895392512584427
IGLV14-QYQW*07	0.001	0.001	0.01	0.895322099501677
IGLV2-4DY7*02	0.002	0.002	0.003	0.895412499297959
IGLV2-FL67*01	0.002	0.002	0.007	0.895401040168852
IGLV24-BVHO*05	0.001	0.001	0.01	0.895322099501677
IGLV25-UUQT*01/IGLV25-UUQT*03	0.001	0.001	0.001	0.895322099501677
IGLV33-GBBF*03	0.002	0.002	0.002	0.895412499297959
IGLV34-SFME*01	0.001	0.001	0.01	0.895322099501677
IGLV35-ACMF*02	0.001	0.001	0.001	0.895322099501677
IGLV5-PJEQ*02	0.001	0.001	0.001	0.895322099501677
IGLV6-T6U4*01	0.001	0.001	0.006	0.895322099501677
IGLV1-6UWF*02	0.001	0.001	0.007	0.895322099501677
IGLV13-3XEF*02/IGLV13-3XEF*03	0.001	0.001	0.008	0.895322099501677
IGLV13-4CAZ*07	0.001	0.001	0.007	0.895322099501677
IGLV13-RLBV*01	0.001	0.001	0.9	0.895322099501677
IGLV13-RLSR*01	0.001	0.001	0.009	0.895322099501677
IGLV14-JHDX*01	0.001	0.001	0.003	0.895322099501677
IGLV14-QYQW*03	0.001	0.001	0.02	0.895322099501677
IGLV18-LFXG*06/IGLV18-LFXG*16	0.001	0.001	0.001	0.895322099501677
IGLV18-LFXG*07	0.001	0.001	0.001	0.895322099501677
IGLV18-LFXG*08	0.001	0.001	0.001	0.895322099501677
IGLV18-LFXG*10	0.001	0.001	0.002	0.895322099501677
IGLV18-LFXG*17/IGLV18-LFXG*19	0.001	0.001	0.003	0.895322099501677
IGLV2-LMLE*01	0.002	0.002	0.01	0.8954490567594
IGLV2-UWKA*01	0.001	0.001	0.01	0.895322099501677
IGLV2-UWKA*15	0.001	0.001	0.001	0.895322099501677
IGLV24-7UWK*08/IGLV24-7UWK*13	0.001	0.001	0.01	0.895322099501677
IGLV24-7UWK*09	0.003	0.003	0.9	0.896297196431023
IGLV24-7UWK*11	0.002	0.002	0.01	0.8954490567594
IGLV26-KKTJ*01	0.002	0.002	0.01	0.8954490567594
IGLV30-NPLJ*01	0.001	0.001	0.004	0.895322099501677
IGLV35-II36*01	0.007	0.007	0.007	0.895357303941838
IGLV4-JKIO*04	0.002	0.002	0.002	0.895401040168852
IGLV5-3RO5*03	0.001	0.001	0.9	0.895322099501677
IGLV5-BNOK*02	0.001	0.001	0.001	0.895322099501677
IGLV6-43U5*05	0.006	0.006	0.006	0.895401040168852
IGLV7-BWVJ*01	0.001	0.001	0.005	0.895322099501677
IGLV1-ANT2*05/IGLV1-ANT2*06	0.001	0.001	0.01	0.895322099501677
IGLV1-UABS*06	0.001	0.001	0.01	0.895322099501677
IGLV14-QYQW*02	0.001	0.001	0.007	0.895322099501677
IGLV18-HTIG*01	0.005	0.005	0.009	0.895412499297959
IGLV2-3NOK*04	0.002	0.002	0.9	0.89594182691885
IGLV24-7C53*01	0.001	0.001	0.002	0.895322099501677
IGLV24-BVHO*01/IGLV24-BVHO*08	0.001	0.001	0.002	0.895322099501677
IGLV25-JH2N*02	0.001	0.001	0.004	0.895322099501677
IGLV25-WFLH*02/IGLV25-WFLH*03	0.001	0.001	0.01	0.895322099501677
IGLV25-ZJ6T*01	0.001	0.001	0.006	0.895322099501677
IGLV26-5FUK*02	0.001	0.001	0.001	0.895322099501677
IGLV5-3RO5*01	0.001	0.001	0.004	0.895322099501677
IGLV5-NWM6*03	0.001	0.001	0.01	0.895322099501677
IGLV7-NDLJ*01	0.001	0.001	0.001	0.895322099501677
IGLV7-V4Q3*03	0.001	0.001	0.01	0.895322099501677
IGLV7-YFQ2*02	0.002	0.002	0.9	0.895452776971014
IGLV7-YFQ2*05	0.002	0.002	0.002	0.8954490567594
IGLV13-PG6A*03	0.001	0.001	0.9	0.895322099501677
IGLV13-PG6A*04	0.001	0.001	0.01	0.895322099501677
IGLV13-RLBV*09	0.001	0.001	0.005	0.895322099501677
IGLV18-HTIG*03	0.001	0.001	0.01	0.895322099501677
IGLV2-UE2U*01	0.001	0.001	0.02	0.895322099501677
IGLV24-7UWK*04	0.002	0.002	0.9	0.895675884790398
IGLV25-JH2N*06	0.001	0.001	0.005	0.895322099501677
IGLV25-ZJ6T*06	0.001	0.001	0.009	0.895322099501677
IGLV4-JKIO*03	0.001	0.001	0.001	0.895322099501677
IGLV6-T6U4*02/IGLV6-T6U4*04	0.001	0.001	0.006	0.895322099501677
IGLV1-ANT2*01	0.001	0.001	0.01	0.895322099501677
IGLV1-OMXR*04	0.001	0.001	0.009	0.895322099501677
IGLV1-UABS*07	0.001	0.001	0.008	0.895322099501677
IGLV1-YE7M*04	0.001	0.001	0.006	0.895322099501677
IGLV13-7QAJ*10	0.001	0.001	0.006	0.895322099501677
IGLV13-RM6H*03	0.001	0.001	0.005	0.895322099501677
IGLV18-HTIG*06	0.001	0.001	0.9	0.895322099501677
IGLV2-UE2U*04	0.002	0.002	0.02	0.895533212966209
IGLV20-CWPJ*02	0.001	0.001	0.001	0.895322099501677
IGLV25-JH2N*04	0.008	0.008	0.9	0.895632926192172
IGLV25-N5HP*03	0.001	0.001	0.004	0.895322099501677
IGLV25-WFLH*01	0.001	0.001	0.01	0.895322099501677
IGLV26-5FUK*01	0.001	0.001	0.001	0.895322099501677
IGLV4-CGIK*01	0.001	0.001	0.001	0.895322099501677
IGLV5-NWM6*02	0.001	0.001	0.01	0.895322099501677
IGLV7-M5JX*01	0.001	0.001	0.001	0.895322099501677
IGLV7-YFQ2*03	0.001	0.001	0.001	0.895322099501677
IGLV13-PG6A*05	0.001	0.001	0.01	0.895322099501677
IGLV14-QYQW*01	0.002	0.002	0.9	0.895451492340266
IGLV18-LFXG*01	0.001	0.001	0.001	0.895322099501677
IGLV18-LFXG*02	0.001	0.001	0.003	0.895322099501677
IGLV2-UE2U*03	0.003	0.003	0.9	0.896185319421936
IGLV24-2DBU*01	0.001	0.001	0.01	0.895322099501677
IGLV24-7UWK*01	0.001	0.001	0.01	0.895322099501677
IGLV4-JKIO*01	0.001	0.001	0.003	0.895322099501677
IGLV7-V4Q3*01	0.001	0.001	0.01	0.895322099501677
IGLV34-SFME*03	0.001	0.001	0.01	0.895322099501677
IGLV6-43U5*09	0.005	0.005	0.008	0.895412499297959
IGLV1-YE7M*05	0.001	0.001	0.001	0.895322099501677
IGLV13-PG6A*02	0.001	0.001	0.9	0.895322099501677
IGLV2-3NOK*05	0.001	0.001	0.9	0.895322099501677
IGLV24-BVHO*10	0.002	0.002	0.9	0.895401040168852
IGLV15-WNKU*02	0.001	0.001	0.9	0.895322099501677
IGLV7-V4Q3*02	0.001	0.001	0.01	0.895322099501677
IGLV26-GNF7*01	0.001	0.001	0.001	0.895322099501677
IGLV1-ANT2*04	0.001	0.001	0.9	0.895322099501677
IGLV13-7QAJ*05/IGLV13-7QAJ*08	0.001	0.001	0.007	0.895322099501677
IGLV24-OL3F*04	0.001	0.001	0.9	0.895322099501677
IGLV5-UW3K*07	0.001	0.001	0.9	0.895322099501677
IGLV18-HTIG*05	0.001	0.001	0.007	0.895322099501677
IGLV19-G4WJ*01	0.001	0.001	0.007	0.895322099501677
IGLV1-6UWF*03	0.001	0.001	0.9	0.895322099501677
IGLV25-ZJ6T*02	0.001	0.001	0.009	0.895322099501677
IGLV33-GBBF*02	0.001	0.001	0.003	0.895322099501677
IGLV34-N3KI*06	0.001	0.001	0.01	0.895322099501677
IGLV4-JKIO*02	0.001	0.001	0.001	0.895322099501677
IGLV13-RLBV*08	0.001	0.001	0.02	0.895322099501677
IGLV18-LFXG*11/IGLV18-LFXG*18	0.001	0.001	0.004	0.895322099501677
IGLV2-UE2U*28	0.001	0.001	0.01	0.895322099501677
IGLV20-LHAH*03	0.001	0.001	0.9	0.895322099501677
IGLV25-JH2N*01	0.001	0.001	0.007	0.895322099501677
IGLV24-OL3F*01	0.001	0.001	0.01	0.895322099501677
IGLV13-4CAZ*02	0.001	0.001	0.01	0.895322099501677
IGLV13-RM6H*02	0.001	0.001	0.006	0.895322099501677
IGLV18-LFXG*03	0.001	0.001	0.001	0.895322099501677
IGLV2-UWKA*14	0.001	0.001	0.01	0.895322099501677
IGLV20-CWPJ*03	0.001	0.001	0.002	0.895322099501677
IGLV20-LHAH*05	0.001	0.001	0.9	0.895322099501677
IGLV2-4DY7*01	0.001	0.001	0.9	0.895322099501677
IGLV32-R2TL*01	0.001	0.001	0.9	0.895322099501677
IGLV33-GBBF*01	0.001	0.001	0.003	0.895322099501677
IGLV1-24UP*01	0.001	0.001	0.004	0.895322099501677
IGLV13-V3WL*04	0.001	0.001	0.002	0.895322099501677
IGLV18-HTIG*04	0.001	0.001	0.006	0.895322099501677
IGLV19-PCOE*01	0.001	0.001	0.01	0.895322099501677
IGLV24-BVHO*02	0.02	0.02	0.04	0.895388585947637
IGLV13-V3WL*03	0.001	0.001	0.001	0.895322099501677
IGLV24-7UWK*05	0.001	0.001	0.9	0.895322099501677
IGLV13-TZW3*02	0.001	0.001	0.9	0.895322099501677
IGLV18-HTIG*02	0.001	0.001	0.008	0.895322099501677
IGLV2-UE2U*27	0.001	0.001	0.02	0.895322099501677
IGLV24-7UWK*07	0.001	0.001	0.9	0.895322099501677
IGLV25-N5HP*01	0.001	0.001	0.001	0.895322099501677
IGLV1-24UP*02	0.001	0.001	0.008	0.895322099501677
IGLV24-OL3F*02	0.001	0.001	0.01	0.895322099501677
IGLV6-43U5*08	0.001	0.001	0.01	0.895322099501677
IGLV6-T6U4*03	0.001	0.001	0.01	0.895322099501677
IGLV7-YFQ2*06	0.001	0.001	0.01	0.895322099501677
IGLV7-ZQKQ*01	0.001	0.001	0.005	0.895322099501677
IGLV13-TZW3*03	0.001	0.001	0.9	0.895322099501677
IGLV18-7DQE*04	0.001	0.001	0.9	0.895322099501677
IGLV6-43U5*07	0.001	0.001	0.9	0.895322099501677
IGLV1-SCAH*01	0.001	0.001	0.9	0.895322099501677
IGLV31-D2KF*01	0.001	0.001	0.9	0.895322099501677
IGLV7-V4Q3*04	0.001	0.001	0.9	0.895322099501677
IGLV1-OISC*05	0.001			
IGLV1-UABS*04	0.001			
IGLV1-UABS*05	0.001			
IGLV1-WZN2*02	0.001			
IGLV1-YE7M*01	0.001			
IGLV1-YE7M*02	0.001			
IGLV1-ZI3I*01	0.001			
IGLV1-ZI3I*02	0.001			
IGLV10-2LPI*02	0.001			
IGLV13-3XEF*01	0.001			
IGLV13-4CAZ*01	0.001			
IGLV13-4CAZ*03	0.001			
IGLV13-4CAZ*04	0.001			
IGLV13-4CAZ*08	0.001			
IGLV13-7QAJ*01	0.001			
IGLV13-7QAJ*04	0.001			
IGLV13-7QAJ*07	0.001			
IGLV13-RLBV*05	0.001			
IGLV13-RM6H*05	0.001			
IGLV14-QYQW*04	0.001			
IGLV14-QYQW*05	0.001			
IGLV14-QYQW*06	0.001			
IGLV15-WNKU*01	0.001			
IGLV16-5QRY*01	0.001			
IGLV16-5QRY*02	0.001			
IGLV17-CPNX*01	0.001			
IGLV18-34KT*02	0.001			
IGLV18-34KT*05	0.001			
IGLV18-34KT*18	0.001			
IGLV18-7DQE*02	0.001			
IGLV18-7DQE*03	0.001			
IGLV18-GLHT*01	0.001			
IGLV18-LFXG*09	0.001			
IGLV18-LFXG*12	0.001			
IGLV18-LFXG*13	0.001			
IGLV18-LFXG*14	0.001			
IGLV18-LFXG*22	0.001			
IGLV19-G4WJ*02	0.001			
IGLV19-PCOE*08	0.001			
IGLV19-PCOE*09	0.001			
IGLV19-UE3U*04	0.001			
IGLV2-3NOK*01	0.001			
IGLV2-3NOK*02	0.001			
IGLV2-3NOK*06	0.001			
IGLV2-4DY7*04	0.001			
IGLV2-FL67*02	0.001			
IGLV2-FL67*03	0.001			
IGLV2-FL67*05	0.001			
IGLV2-FL67*09	0.001			
IGLV2-I6W6*01	0.001			
IGLV2-M5CD*02	0.001			
IGLV2-NNKN*01	0.001			
IGLV2-UE2U*05	0.001			
IGLV2-UE2U*06	0.001			
IGLV2-UWKA*02	0.001			
IGLV2-UWKA*08	0.001			
IGLV20-CWPJ*01	0.001			
IGLV20-CWPJ*06	0.001			
IGLV20-LHAH*04	0.001			
IGLV24-7UWK*10	0.001			
IGLV24-BVHO*06/IGLV24-BVHO*09	0.001			
IGLV24-OL3F*03	0.001			
IGLV25-63QE*01	0.001			
IGLV25-63QE*05	0.001			
IGLV25-63QE*06	0.001			
IGLV25-63QE*08	0.001			
IGLV25-63QE*09	0.001			
IGLV25-JH2N*03	0.001			
IGLV25-JH2N*05	0.001			
IGLV25-N5HP*02	0.001			
IGLV26-53EQ*01	0.001			
IGLV26-GNF7*02	0.001			
IGLV26-KKTJ*02	0.001			
IGLV26-KKTJ*04	0.001			
IGLV31-JFFW*01	0.001			
IGLV33-NBMT*01	0.001			
IGLV34-N3KI*01	0.001			
IGLV34-N3KI*02	0.001			
IGLV5-3RO5*02	0.001			
IGLV5-3RO5*04	0.001			
IGLV5-UW3K*01	0.001			
IGLV5-UW3K*02	0.001			
IGLV5-Y6D5*01	0.001			
IGLV6-43U5*03	0.001			
IGLV6-T6U4*05	0.001			
IGLV6-U6JC*01/IGLV6-U6JC*13	0.001			
IGLV6-U6JC*09	0.001			
IGLV7-BWVJ*02	0.001			
IGKV1-2CRK*03	0.001	0.001	0.01	0.868907229539376
IGKV1-2CRK*05	0.001	0.001	0.9	0.868907229539376
IGKV1-2CRK*06	0.001	0.001	0.006	0.868907229539376
IGKV1-2KYC*02	0.001	0.001	0.01	0.868907229539376
IGKV1-2WKU*10	0.001	0.001	0.003	0.868907229539376
IGKV1-2WKU*11	0.001	0.001	0.003	0.868907229539376
IGKV1-2WKU*13	0.001	0.001	0.01	0.868907229539376
IGKV1-2WKU*14	0.001	0.001	0.009	0.868907229539376
IGKV1-2WKU*15	0.001	0.001	0.008	0.868907229539376
IGKV1-5WKL*03	0.001	0.001	0.008	0.868907229539376
IGKV1-5WKL*06	0.001	0.001	0.004	0.868907229539376
IGKV1-6LII*03	0.001	0.001	0.002	0.868907229539376
IGKV1-6MJ2*01	0.001	0.001	0.001	0.868907229539376
IGKV1-7OW5*09	0.001	0.001	0.005	0.868907229539376
IGKV1-7OW5*16	0.001	0.001	0.003	0.868907229539376
IGKV1-B6M4*05	0.001	0.001	0.006	0.868907229539376
IGKV1-BHT5*07	0.001	0.001	0.003	0.868907229539376
IGKV1-C6ID*02	0.001	0.001	0.01	0.868907229539376
IGKV1-CL4V*02	0.001	0.001	0.007	0.868907229539376
IGKV1-CL4V*11	0.001	0.001	0.004	0.868907229539376
IGKV1-CL4V*12	0.001	0.001	0.006	0.868907229539376
IGKV1-CL4V*14	0.001	0.001	0.01	0.868907229539376
IGKV1-CQ6J*02	0.001	0.001	0.002	0.868907229539376
IGKV1-EDF3*03	0.001	0.001	0.006	0.868907229539376
IGKV1-EDF3*04	0.001	0.001	0.01	0.868907229539376
IGKV1-FF5H*05	0.001	0.001	0.001	0.868907229539376
IGKV1-HJDQ*01	0.001	0.001	0.01	0.868907229539376
IGKV1-IQET*04	0.001	0.001	0.006	0.868907229539376
IGKV1-JRTN*10	0.001	0.001	0.008	0.868907229539376
IGKV1-LILF*02	0.02	0.02	0.02	0.868952769866247
IGKV1-LILF*06	0.001	0.001	0.01	0.868907229539376
IGKV1-LKT2*01	0.001	0.001	0.01	0.868907229539376
IGKV1-LKT2*05	0.001	0.001	0.003	0.868907229539376
IGKV1-LKT2*08/IGKV1-LKT2*15	0.001	0.001	0.009	0.868907229539376
IGKV1-OOGS*02	0.001	0.001	0.008	0.868907229539376
IGKV1-QWTS*04	0.001	0.001	0.004	0.868907229539376
IGKV1-T2VG*03	0.001	0.001	0.001	0.868907229539376
IGKV1-Z22Q*13	0.001	0.001	0.002	0.868907229539376
IGKV1-ZLLK*04	0.001	0.001	0.001	0.868907229539376
IGKV1-ZYRW*02	0.001	0.001	0.006	0.868907229539376
IGKV1-ZYRW*04	0.008	0.008	0.008	0.868952769866247
IGKV14-IRUA*03	0.001	0.001	0.01	0.868907229539376
IGKV15-OWRA*04	0.001	0.001	0.002	0.868907229539376
IGKV17-3ZGD*01	0.001	0.001	0.001	0.868907229539376
IGKV17-3ZGD*02	0.001	0.001	0.007	0.868907229539376
IGKV18-6TCR*02	0.001	0.001	0.001	0.868907229539376
IGKV18-6TCR*04	0.001	0.001	0.001	0.868907229539376
IGKV18-CBIS*01	0.001	0.001	0.003	0.868907229539376
IGKV18-CBIS*03/IGKV18-CBIS*04	0.001	0.001	0.002	0.868907229539376
IGKV19-7UKD*01	0.001	0.001	0.001	0.868907229539376
IGKV19-AOP2*03	0.001	0.001	0.001	0.868907229539376
IGKV19-ATHQ*02	0.001	0.001	0.01	0.868907229539376
IGKV19-ATHQ*04	0.001	0.001	0.007	0.868907229539376
IGKV19-EDGP*02	0.002	0.002	0.009	0.869098549613973
